DATAFLOW,LAST UPDATE,freq,indic_cr,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Norway,2011,78.57,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Norway,2012,81.27,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Norway,2013,76.59,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Norway,2016,80.45,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Norway,2017,79.19,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Norway,2018,71.59,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Norway,2019,66.83,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Norway,2020,65.82,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Norway,2021,67.72,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Norway,2022,67.96,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Poland,2008,222.95,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Poland,2009,224.85,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Poland,2010,216.64,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Poland,2011,217.62,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Poland,2012,224.52,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Poland,2013,210.61,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Poland,2014,208.70,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Poland,2015,191.27,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Poland,2016,190.19,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Poland,2017,196.14,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Poland,2018,191.74,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Poland,2019,196.49,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Poland,2020,180.08,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Poland,2021,190.99,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Poland,2022,190.48,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Portugal,2008,102.40,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Portugal,2009,106.85,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Portugal,2010,111.97,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Portugal,2011,122.53,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Portugal,2012,131.61,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Portugal,2013,138.60,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Portugal,2014,136.16,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Portugal,2015,138.54,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Portugal,2016,134.58,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Portugal,2017,131.79,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Portugal,2018,126.53,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Portugal,2019,125.99,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Portugal,2020,111.71,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Portugal,2021,113.65,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Portugal,2022,120.77,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Romania,2008,127.02,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Romania,2009,130.70,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Romania,2010,131.60,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Romania,2011,143.34,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Romania,2012,158.33,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Romania,2013,167.00,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Romania,2014,151.18,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Romania,2015,142.59,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Romania,2016,138.94,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Romania,2017,119.37,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Romania,2018,106.46,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Romania,2019,105.99,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Romania,2020,112.54,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Romania,2021,119.72,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Romania,2022,121.21,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Serbia,2008,131.71,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Serbia,2009,149.63,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Serbia,2010,153.44,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Serbia,2011,152.66,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Serbia,2012,141.70,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Serbia,2013,139.68,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Serbia,2014,143.95,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Serbia,2015,141.46,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Serbia,2016,150.81,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Serbia,2017,153.50,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Serbia,2018,155.27,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Serbia,2019,159.07,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Serbia,2020,152.16,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Serbia,2021,153.63,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Serbia,2022,158.70,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Sweden,2008,77.02,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Sweden,2009,78.71,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Sweden,2010,73.29,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Sweden,2011,70.83,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Sweden,2012,66.39,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Sweden,2013,59.89,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Sweden,2014,60.21,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Sweden,2015,58.39,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Sweden,2016,57.44,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Sweden,2017,57.16,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Sweden,2018,60.41,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Sweden,2019,65.68,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Sweden,2020,70.66,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Sweden,2021,74.92,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Sweden,2022,80.50,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Slovenia,2008,65.56,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Slovenia,2009,67.16,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Slovenia,2010,66.00,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Slovenia,2011,62.09,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Slovenia,2012,66.99,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Slovenia,2013,66.06,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Slovenia,2014,73.84,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Slovenia,2015,67.82,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Slovenia,2016,63.37,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Slovenia,2018,65.12,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Slovenia,2019,67.09,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Slovenia,2020,69.14,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Slovenia,2021,53.86,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Slovenia,2022,65.49,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Slovakia,2008,151.90,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Slovakia,2009,173.08,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Slovakia,2010,186.09,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Slovakia,2011,195.18,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Slovakia,2012,200.77,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Slovakia,2013,180.25,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Slovakia,2014,185.01,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Slovakia,2015,182.85,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Slovakia,2016,184.20,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Slovakia,2017,184.50,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Slovakia,2018,189.12,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Slovakia,2019,193.65,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Slovakia,2020,192.73,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Slovakia,2021,185.06,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Slovakia,2022,181.04,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Türkiye,2009,162.67,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Türkiye,2010,166.50,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Türkiye,2011,174.44,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Türkiye,2012,182.03,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Türkiye,2013,192.36,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Türkiye,2014,206.98,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Türkiye,2016,254.92,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Türkiye,2017,292.45,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Türkiye,2018,327.73,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Türkiye,2019,355.53,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Türkiye,2020,322.15,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Türkiye,2021,356.23,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Türkiye,2022,403.04,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,England and Wales,2008,149.54,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,England and Wales,2009,148.69,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,England and Wales,2010,151.46,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,England and Wales,2011,150.95,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,England and Wales,2012,150.59,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,England and Wales,2013,144.27,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,England and Wales,2014,146.35,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,England and Wales,2015,146.42,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,England and Wales,2016,146.11,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,England and Wales,2017,144.19,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,England and Wales,2018,138.91,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Scotland (NUTS 2021),2008,150.93,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Scotland (NUTS 2021),2009,152.66,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Scotland (NUTS 2021),2010,149.68,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Scotland (NUTS 2021),2011,154.87,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Scotland (NUTS 2021),2012,151.84,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Scotland (NUTS 2021),2013,148.38,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Scotland (NUTS 2021),2014,144.84,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Scotland (NUTS 2021),2015,144.57,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Scotland (NUTS 2021),2016,140.64,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Scotland (NUTS 2021),2017,137.34,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2008,87.16,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2009,85.38,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2010,81.43,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2011,92.45,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2012,92.47,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2013,98.32,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2014,93.02,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2015,78.34,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2016,75.70,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2017,75.59,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2018,75.00,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Kosovo*,2011,80.32,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Kosovo*,2016,93.02,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Kosovo*,2017,95.82,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Kosovo*,2018,87.13,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Kosovo*,2019,100.58,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Kosovo*,2020,78.33,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Official prison capacity - persons,Number,Albania,2008,4166,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Official prison capacity - persons,Number,Albania,2009,4425,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Official prison capacity - persons,Number,Albania,2010,4381,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Official prison capacity - persons,Number,Albania,2011,4417,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Official prison capacity - persons,Number,Albania,2012,4577,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Official prison capacity - persons,Number,Albania,2013,4577,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Official prison capacity - persons,Number,Albania,2014,4577,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Official prison capacity - persons,Number,Albania,2015,5484,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Official prison capacity - persons,Number,Albania,2016,5455,
